ARTICLE,ID
Tea,88208
Sugar,88208
Fruits,88207
Tea,88206
Tea,88205
Tea,88204
Tea,88203
Tea,88202
Tea,88201
Beer,88200
Beer,88199
Bread,88198
Tea,88197
Sugar,88196
Bread,88195
Tea,88195
Fruits,88194
Bread,88193
Coffee,88193
Fruits,88193
Tea,88193
Sugar,88193
Tea,88192
Sugar,88191
Sugar,88190
Sugar,88189
Sugar,88188
Fruits,88187
Bread,88186
Tea,88185
Bread,88184
Tea,88184
Tea,88183
Tea,88182
Sugar,88182
Tea,88181
Coffee,88180
Beer,88180
Tea,88180
Tea,88179
Fruits,88178
Beer,88178
Tea,88177
Bread,88176
Tea,88176
Tea,88175
Beer,88174
Tea,88174
Tea,88173
Bread,88172
Tea,88172
Beer,88171
Tea,88170
Sugar,88169
Tea,88168
Coffee,88167
Fruits,88167
Sugar,88166
Bread,88165
Vegetables,88165
Bread,88164
Vegetables,88164
Coffee,88163
Fruits,88162
Beer,88162
Fruits,88161
Bread,88160
Tea,88159
Sugar,88159
Sugar,88158
Bread,88157
Bread,88156
Coffee,88156
Tea,88117
Bread,88116
Bread,88115
Tea,88115
Bread,88114
Sugar,88114
Tea,88105
Sugar,88097
Coffee,88096
Fruits,88096
Beer,88096
Tea,88096
Bread,88095
Tea,88095
Tea,88094
Bread,88093
Coffee,88093
Bread,88087
Fruits,88086
Tea,88085
Tea,88083
Milk,88082
Bread,88081
Bread,88080
Tea,88079
Bread,88078
Bread,88077
Tea,88076
Tea,88075
Bread,88063
Tea,88063
Sugar,88063
Bread,87793
Coffee,87793
Fruits,87793
Milk,87793
Sugar,87793
Bread,87792
Milk,87792
Bread,87791
Coffee,87790
Sugar,87790
Bread,87789
Tea,87788
Beer,87787
TRAITEMENT SOL,87787
Sugar,87786
Tea,87785
Fruits,87784
Sugar,87784
Tea,87783
Sugar,87782
Sugar,87781
Fruits,87780
Bread,87779
Coffee,87779
Tea,87779
Sugar,87779
Tea,87778
Sugar,87777
Tea,87776
Sugar,87775
Bread,87774
Bread,87772
Bread,87771
Tea,87771
Tea,87770
Tea,87769
Bread,87768
Bread,87767
Fruits,87767
Tea,87767
Tea,87766
Tea,87765
Bread,87764
Tea,87763
Bread,87762
Milk,87761
Sugar,87760
Tea,87759
Bread,87758
Coffee,87758
Fruits,87758
Milk,87758
Sugar,87758
Tea,87757
Bread,87756
Fruits,87756
Milk,87756
Tea,87756
Sugar,87756
Bread,87755
Bread,87754
Coffee,87754
Milk,87754
Tea,87754
Sugar,87754
Milk,87753
Tea,87753
Sugar,87753
Bread,87752
Tea,87751
Bread,87750
Vegetables,87750
Bread,87686
Vegetables,87686
Bread,87685
Vegetables,87685
Bread,87684
Vegetables,87684
Bread,87683
Vegetables,87683
Bread,87682
Vegetables,87682
Bread,87681
Vegetables,87681
Bread,87680
Vegetables,87680
Bread,87679
Vegetables,87679
Bread,87678
Vegetables,87678
Sugar,87635
Sugar,87634
Tea,87623
Tea,87622
Tea,87621
Tea,87620
Bread,87619
Bread,87618
Fruits,87618
Tea,87618
Bread,87617
Beer,87616
Tea,87615
Bread,87614
Milk,87614
Tea,87614
Bread,87613
Vegetables,87613
Milk,87612
Fruits,87611
Bread,87610
Coffee,87610
Fruits,87609
Beer,87608
Fruits,87607
Vegetables,87607
Milk,87606
Tea,87605
Sugar,87604
Bread,87603
Milk,87603
Sugar,87603
Sugar,87602
Sugar,87601
Sugar,87600
Bread,87599
Tea,87599
Bread,87598
Tea,87598
Tea,87597
Coffee,87596
Bread,87595
Vegetables,87595
Sugar,87594
Tea,87593
Milk,87592
Milk,87591
Tea,87591
Sugar,87591
Bread,87590
Milk,87589
Tea,87589
Sugar,87589
Milk,87588
Tea,87588
Bread,87587
Milk,87587
Tea,87587
Sugar,87587
Tea,87586
Bread,87585
Milk,87585
Bread,87584
Milk,87583
Sugar,87583
Tea,87582
Bread,87581
Milk,87581
Sugar,87581
Coffee,87425
Bread,87407
Beer,87406
Tea,87405
Beer,87404
Beer,87403
Beer,87402
Bread,87401
Milk,87400
Sugar,87400
Bread,87399
Tea,87398
Bread,87397
Tea,87396
Beer,87395
Milk,87394
Coffee,87393
Bread,87392
Bread,87391
Vegetables,87391
Bread,87390
Vegetables,87390
Bread,87389
Vegetables,87389
Bread,87388
Vegetables,87388
Bread,87387
Vegetables,87387
Bread,87386
Vegetables,87386
Bread,87385
Vegetables,87385
Bread,87384
Vegetables,87384
Tea,87383
Bread,87382
Milk,87382
Tea,87382
Sugar,87382
Milk,87381
Sugar,87381
Bread,87380
Tea,87379
Sugar,87378
Sugar,87377
Sugar,87376
Sugar,87375
Tea,87374
Tea,87373
Tea,87372
Fruits,87371
Tea,87370
Tea,87369
Beer,87368
Fruits,87367
Beer,87367
Sugar,87366
Tea,87365
Sugar,87363
Beer,87362
Bread,87361
Vegetables,87361
Tea,87360
Bread,87359
Tea,87358
Tea,87357
Tea,87356
Sugar,87355
Tea,87354
Tea,87353
Tea,87352
Sugar,87352
Fruits,87351
Beer,87351
Fruits,87350
Tea,87349
Milk,87348
Sugar,87348
Tea,87347
Sugar,87346
Sugar,87345
Tea,87344
Tea,87343
Bread,87342
Tea,87342
Tea,87341
Tea,87340
Tea,87339
Tea,87338
Milk,87337
Fruits,87336
Beer,87335
Sugar,87334
Bread,87333
Tea,87333
Fruits,87332
Milk,87332
Tea,87332
Bread,87331
Sugar,87331
Coffee,87330
Bread,87329
Fruits,87328
Beer,87328
Milk,87328
Sugar,87328
Bread,87327
Tea,87326
Tea,87325
Bread,87324
Bread,87323
Tea,87323
Bread,87322
Tea,87322
Fruits,87321
Beer,87321
Beer,87320
Beer,87319
Sugar,87318
Beer,87317
Bread,87316
Vegetables,87316
Sugar,87315
Sugar,87314
Bread,87237
Bread,87236
Bread,87170
Tea,87170
Bread,87167
Tea,87167
Bread,87164
Milk,87162
Milk,87161
Bread,87157
Bread,87156
Bread,87155
Sugar,87110
Bread,87109
Tea,87109
Sugar,87109
Tea,87108
Fruits,87107
Coffee,87106
Sugar,87105
Milk,87104
Tea,87104
Sugar,87103
Fruits,87102
Tea,87013
Tea,87012
Sugar,87011
Milk,87010
Bread,87009
Sugar,87008
Tea,87007
Bread,87006
Fruits,87006
Tea,87006
Sugar,87006
Milk,87005
Tea,87004
Tea,87003
Milk,87002
Tea,87001
Milk,87000
Tea,87000
Tea,86999
Beer,86998
Bread,86997
Bread,86996
Tea,86995
Sugar,86994
Bread,86993
Tea,86993
Fruits,86992
Beer,86992
Beer,86991
Bread,86990
Tea,86989
Milk,86988
Beer,86987
Fruits,86986
Milk,86985
Sugar,86985
Bread,86984
Tea,86984
Bread,86983
Coffee,86983
Vegetables,86983
Coffee,86982
Tea,86981
Bread,86980
Sugar,86980
Fruits,86979
Bread,86978
Bread,86977
Bread,86976
Tea,86975
Tea,86974
Bread,86973
Milk,86972
Tea,86972
Tea,86971
Coffee,86970
Milk,86970
Sugar,86970
Bread,86969
Fruits,86969
Coffee,86968
Sugar,86968
Fruits,86967
Milk,86967
Tea,86967
Bread,86966
Bread,86965
Bread,86964
Vegetables,86964
Tea,86963
Milk,86962
Sugar,86962
Sugar,86961
Tea,86960
Tea,86959
Bread,86958
Tea,86957
Sugar,86956
Milk,86955
Beer,86954
Milk,86953
Bread,86952
Tea,86951
Milk,86950
Milk,86949
Tea,86948
Milk,86947
Coffee,86946
Fruits,86946
Beer,86946
Milk,86945
Tea,86944
Tea,86943
Milk,86942
Sugar,86942
Bread,86941
Coffee,86941
Fruits,86941
Bread,86940
Tea,86940
Sugar,86940
Bread,86939
Tea,86938
Tea,86937
Milk,86936
Milk,86935
Sugar,86934
Bread,86933
Milk,86932
Sugar,86931
Tea,86930
Bread,86929
Fruits,86929
Milk,86929
Bread,86928
Fruits,86928
Tea,86927
Sugar,86926
Coffee,86925
Fruits,86925
Beer,86925
Tea,86924
Bread,86923
Vegetables,86923
Bread,86922
Coffee,86922
Tea,86922
Bread,86921
Tea,86920
Tea,86919
Bread,86918
Tea,86918
Bread,86917
Tea,86917
Sugar,86916
Bread,86915
Bread,86914
Fruits,86914
Milk,86914
Tea,86914
Sugar,86914
Tea,86913
Milk,86912
Bread,86911
Coffee,86911
Tea,86911
Beer,86910
Milk,86910
Bread,86909
Tea,86909
Bread,86908
Tea,86908
Bread,86907
Coffee,86907
Milk,86907
Bread,86906
Fruits,86906
Tea,86906
Bread,86905
Milk,86905
Sugar,86905
Tea,86904
Bread,86903
Tea,86903
Bread,86902
Milk,86901
Fruits,86900
Tea,86899
Bread,86898
Bread,86897
Vegetables,86897
Bread,86896
Tea,86896
Sugar,86896
Sugar,86895
Bread,86894
Fruits,86893
Beer,86893
Bread,86892
Fruits,86891
Milk,86891
Sugar,86891
Beer,86890
Milk,86890
Bread,86889
Bread,86888
Tea,86888
Sugar,86888
Bread,86887
Sugar,86834
Sugar,85499
Milk,85321
Milk,85320
Bread,85319
Fruits,85318
Sugar,85318
Tea,85317
Tea,85316
Tea,85315
Sugar,85314
Fruits,85313
Tea,85312
Bread,85311
Beer,85310
Tea,85309
Fruits,85308
Beer,85308
Milk,85307
Tea,85306
Bread,85305
Milk,85304
Beer,85303
Sugar,85303
Tea,85302
Bread,85301
Tea,85301
Beer,85300
Tea,85300
Milk,85299
Tea,85298
Beer,85297
Tea,85296
Beer,85295
Sugar,85294
Tea,85293
Bread,85292
Tea,85291
Bread,85290
Milk,85290
Tea,85290
Sugar,85290
Tea,85289
Coffee,85288
Beer,85288
Bread,85287
Fruits,85286
Fruits,85285
Tea,85285
Bread,85284
Milk,85284
Vegetables,85284
Sugar,85284
Bread,85283
Milk,85283
Vegetables,85283
Sugar,85283
Bread,85282
Milk,85282
Vegetables,85282
Sugar,85282
Bread,85281
Vegetables,85281
Bread,85280
Sugar,85279
Fruits,85278
Tea,85277
Tea,85276
Milk,85275
Bread,85274
Tea,85274
Bread,85273
Fruits,85273
Tea,85273
Bread,85272
Bread,85271
Tea,85271
Bread,85270
Beer,85269
Bread,85268
Tea,85267
Tea,85266
Tea,85265
Tea,85264
Tea,85263
Sugar,85262
Beer,85261
Milk,85261
Tea,85261
Sugar,85261
Fruits,85260
Beer,85260
Bread,85259
Beer,85259
Milk,85258
Tea,85257
Fruits,85256
Milk,85256
Sugar,85256
Bread,85255
Tea,85254
Fruits,85253
Sugar,85252
Bread,85251
Tea,85251
Bread,85250
Tea,85249
Sugar,85248
Tea,85247
Bread,85246
Vegetables,85246
Sugar,85246
Tea,85245
Milk,85244
Tea,85243
Fruits,85242
Bread,85241
Vegetables,85241
Tea,85241
Bread,85240
Vegetables,85240
Tea,85240
Bread,85239
Vegetables,85239
Tea,85239
Bread,85238
Vegetables,85238
Tea,85238
Tea,85157
Tea,85156
Fruits,85134
Bread,85126
Bread,85125
Bread,85124
Beer,85012
Coffee,84955
Fruits,84955
Bread,84935
Milk,84934
Beer,84933
Bread,84932
Bread,84931
Tea,84930
Tea,84929
Tea,84928
Sugar,84928
Bread,84927
Coffee,84927
Milk,84927
Tea,84927
Sugar,84927
Beer,84926
Milk,84926
Bread,84925
Coffee,84925
Tea,84925
Sugar,84925
Beer,84924
Fruits,84923
Tea,84922
Milk,84921
Tea,84920
Bread,84919
Tea,84919
Milk,84918
Tea,84917
Tea,84916
Bread,84915
Milk,84915
Tea,84915
Sugar,84915
Bread,84914
Vegetables,84914
Bread,84913
Coffee,84913
Vegetables,84913
Beer,84912
Sugar,84912
Tea,84911
Tea,84910
Tea,84909
Tea,84908
Bread,84907
Tea,84906
Sugar,84905
Tea,84904
Bread,84903
Tea,84903
Sugar,84903
Bread,84902
Fruits,84902
Milk,84902
Tea,84902
Sugar,84902
Bread,84901
Fruits,84901
Milk,84901
Tea,84901
Sugar,84901
Milk,84900
Tea,84900
Bread,84899
Tea,84899
Fruits,84898
Bread,84897
Bread,84896
Coffee,84895
Milk,84895
Tea,84895
Sugar,84895
Bread,84894
Fruits,84894
Milk,84893
Sugar,84893
Coffee,84851
Tea,84850
Tea,84847
Bread,84704
Bread,84703
Tea,84703
Tea,84702
Bread,84701
Bread,84700
Bread,84699
Tea,84684
Tea,84683
Bread,84663
Bread,84662
Bread,84659
Beer,84648
Tea,84643
Tea,84627
Milk,84626
Tea,84625
Sugar,84624
Milk,84623
Milk,84622
Tea,84621
Milk,84620
Sugar,84620
Bread,84619
Milk,84619
Bread,84618
Fruits,84617
Milk,84617
Tea,84617
Bread,84616
Bread,84615
Fruits,84615
Milk,84615
Tea,84614
Bread,84613
Bread,84612
Tea,84612
Coffee,84611
Fruits,84611
Milk,84611
Tea,84611
Sugar,84611
Bread,84610
Milk,84610
Tea,84610
Sugar,84610
Milk,84609
Milk,84608
Sugar,84607
Tea,84606
Bread,84605
Tea,84605
Bread,84604
Vegetables,84604
Tea,84604
Tea,84603
Tea,84602
Bread,84601
Tea,84601
Sugar,84601
Bread,84600
Tea,84600
Sugar,84600
Bread,84599
Bread,84598
Beer,84598
Tea,84598
Sugar,84598
Fruits,84528
Tea,84527
Tea,84526
Bread,84525
Bread,84524
Milk,84524
Tea,84524
Tea,84523
Tea,84522
Bread,84521
Vegetables,84521
Tea,84521
Sugar,84520
Fruits,84519
Milk,84518
Tea,84517
Tea,84516
Tea,84515
Beer,84514
Bread,84513
Sugar,84512
Coffee,84511
Bread,84510
Milk,84510
Sugar,84510
Tea,84509
Tea,84508
Tea,84507
Bread,84506
Milk,84506
Milk,84505
Tea,84504
Tea,84503
Tea,84502
Tea,84501
Milk,84500
Bread,84499
Tea,84498
Tea,84497
Bread,84495
Coffee,84495
Fruits,84494
Tea,84493
Tea,84492
Bread,84491
Vegetables,84491
Tea,84491
Bread,84490
Milk,84489
Bread,84488
Milk,84487
Sugar,84487
Beer,84486
Bread,84485
Sugar,84485
Bread,84484
Fruits,84484
Milk,84484
Tea,84484
Sugar,84484
Tea,84483
Tea,84482
Beer,84481
Fruits,84480
Beer,84480
Bread,84479
Bread,84478
Beer,84478
Milk,84478
Sugar,84478
Bread,84477
Bread,84476
Coffee,84476
Coffee,84475
Milk,84475
Bread,84474
Tea,84474
Sugar,84473
Bread,84472
Milk,84471
Tea,84471
Sugar,84471
Bread,84470
Tea,84470
Beer,84469
Milk,84468
Milk,84467
Bread,84466
Tea,84466
Sugar,84466
Sugar,84465
Bread,84464
Fruits,84464
Tea,84464
Sugar,84463
Beer,84462
Tea,84461
Bread,84460
Vegetables,84460
Fruits,84459
Milk,84458
Milk,84457
Tea,84457
Tea,84456
Sugar,84456
Bread,84455
Bread,84454
Tea,84454
Sugar,84454
Tea,84453
Bread,84452
Bread,84451
Sugar,84451
Sugar,84450
Beer,84449
Bread,84448
Tea,84447
Sugar,84446
Fruits,84445
Tea,84444
Coffee,84443
Milk,84442
Tea,84441
Bread,84440
Sugar,84440
Tea,84439
Tea,84438
Bread,84126
Bread,84125
Milk,84116
Sugar,84116
Coffee,84115
Bread,84114
Milk,84113
Bread,84112
Bread,84111
Tea,84110
Beer,84109
Beer,84108
Bread,84107
Milk,84106
Sugar,84105
Bread,84104
Tea,84103
Tea,84102
Tea,84101
Bread,84100
Bread,84099
Fruits,84098
Bread,84097
Milk,84097
Tea,84097
Fruits,84096
Milk,84096
Tea,84096
Tea,84095
Sugar,84094
Bread,84093
Sugar,84093
Bread,84092
Vegetables,84092
Bread,84091
Vegetables,84091
Tea,84090
Bread,84089
Coffee,84089
Tea,84089
Bread,84088
Vegetables,84088
Sugar,84088
Sugar,84087
Bread,84086
Milk,84085
Sugar,84085
Fruits,84084
Sugar,84084
Bread,84083
Sugar,84083
Bread,84082
Tea,84082
Bread,84081
Coffee,84081
Tea,84080
Bread,84079
Milk,84078
Sugar,84078
Tea,84077
Sugar,84077
Tea,84076
Bread,84075
Tea,84075
Bread,84074
Tea,84074
Tea,84073
Tea,84072
Bread,84071
Tea,84071
Milk,84070
Tea,84069
Bread,84068
Milk,84067
Fruits,84066
Beer,84065
Beer,84064
Milk,84064
Tea,84063
Bread,84062
Coffee,84062
Fruits,84062
Bread,84061
Bread,84060
Beer,84059
Bread,84058
Milk,84058
Milk,84057
Milk,84056
Tea,84055
Tea,84054
Fruits,84053
Bread,84052
Fruits,84052
Tea,84051
Bread,84050
Tea,84049
Tea,84048
Milk,84047
Fruits,84046
Bread,84045
Bread,84044
Milk,84044
Sugar,84044
Milk,84043
Tea,84043
Tea,84042
Tea,84041
Bread,84040
Tea,84039
Tea,84038
Bread,84037
Tea,84037
Tea,84036
Fruits,84035
Milk,84035
Sugar,84035
Milk,84034
Sugar,84034
Bread,84033
Fruits,84033
Milk,84033
Tea,84032
Bread,84031
Tea,84031
Milk,84030
Beer,84029
Bread,84028
Tea,84028
Bread,84027
Tea,84027
Sugar,84027
Bread,84026
Milk,84026
Sugar,84026
Bread,84025
Milk,84025
Sugar,84025
Bread,84024
Milk,84024
Sugar,84024
Coffee,84023
Milk,84022
Tea,84021
Sugar,84020
Tea,84019
Bread,84018
Sugar,84018
Tea,84017
Bread,84016
Fruits,84015
Fruits,84014
Sugar,84014
Milk,84013
Tea,84013
Coffee,84012
Milk,84012
Sugar,84012
Bread,84011
Coffee,84011
Tea,84011
Milk,84010
Tea,84009
Bread,84008
Tea,84007
Coffee,84006
Beer,84005
Tea,84004
Beer,84003
Fruits,84002
Sugar,84001
Fruits,84000
Tea,84000
Sugar,84000
Beer,83999
Sugar,83998
Coffee,83997
Fruits,83997
Tea,83996
Tea,83995
Tea,83994
Coffee,83993
Sugar,83993
Bread,83992
Milk,83991
Fruits,83990
Milk,83990
Tea,83990
Sugar,83990
Fruits,83989
Beer,83988
Milk,83988
Tea,83987
Sugar,83986
Milk,83985
Beer,83984
Tea,83983
Beer,83982
Fruits,83981
Milk,83981
Bread,83980
Tea,83980
Bread,83979
Milk,83978
Tea,83977
Beer,83976
Milk,83975
Tea,83974
Sugar,83973
Coffee,83972
Fruits,83971
Tea,83970
Bread,83969
Tea,83969
Milk,83968
Fruits,83967
Tea,83966
Bread,83965
Tea,83965
Fruits,83964
Beer,83964
Milk,83964
Bread,83963
Bread,83962
Tea,83962
Milk,83961
Tea,83961
Sugar,83960
Milk,83959
Bread,83958
Tea,83957
Bread,83956
Sugar,83956
Bread,83955
Tea,83954
Tea,83953
Bread,83952
Milk,83952
Sugar,83952
Bread,83951
Milk,83951
Sugar,83951
Bread,83950
Milk,83950
Sugar,83950
Bread,83949
Milk,83948
Tea,83947
Sugar,83946
Beer,83945
Milk,83945
Bread,83944
Sugar,83943
Milk,83942
Sugar,83942
Tea,83941
Bread,83940
Milk,83940
Fruits,83939
Tea,83938
Sugar,83937
Sugar,83936
Tea,83935
Beer,83934
Sugar,83933
Tea,83932
Coffee,83931
Fruits,83931
Milk,83931
Sugar,83931
Sugar,83930
Bread,83929
Bread,83928
Milk,83928
Bread,83927
Sugar,83927
Tea,83926
Tea,83925
Milk,83924
Sugar,83924
Tea,83923
Bread,83922
Tea,83922
Fruits,83921
Tea,83920
Tea,83919
Sugar,83919
Sugar,83918
Tea,83917
Tea,83916
Tea,83915
Bread,83914
Tea,83913
Fruits,83912
Milk,83911
Bread,83910
Fruits,83910
Milk,83910
Tea,83910
Sugar,83910
Tea,83909
Bread,83908
Fruits,83908
Tea,83908
Bread,83907
Coffee,83907
Bread,83906
Tea,83905
Sugar,83904
Tea,83903
Tea,83902
Tea,83901
Sugar,83900
Tea,83899
Milk,83898
Tea,83897
Tea,83896
Tea,83895
Tea,83894
Tea,83893
Tea,83892
Tea,83891
Milk,83890
Sugar,83890
Beer,83889
Milk,83889
Tea,83889
Beer,83888
Milk,83887
Tea,83886
Milk,83885
Sugar,83884
Bread,83883
Fruits,83883
Tea,83883
Sugar,83882
Tea,83881
Bread,83880
Coffee,83880
Fruits,83879
Beer,83879
Sugar,83879
Fruits,83878
Tea,83877
Fruits,83876
Sugar,83876
Bread,83875
Tea,83874
Tea,83873
Tea,83872
Coffee,83871
Bread,83870
Bread,83869
Tea,83869
Bread,83868
Tea,83868
Bread,83855
Tea,83854
Tea,83853
Beer,83852
Fruits,83851
Tea,83851
Bread,83850
Bread,83849
Sugar,83849
Milk,83848
Bread,83847
Tea,83847
Bread,83846
Milk,83838
Coffee,83827
Milk,83827
Tea,83827
Fruits,83826
Beer,83823
Bread,83801
Milk,83801
Tea,83801
Sugar,83801
Coffee,83800
Sugar,83800
Sugar,83798
Fruits,83797
Tea,83630
Vegetables,83628
Bread,83615
Milk,83615
Milk,83614
Coffee,83613
Tea,83612
Bread,83611
Sugar,83611
Bread,83610
Milk,83609
Sugar,83608
Bread,83607
Bread,83566
Fruits,83566
Milk,83566
Tea,83566
Sugar,83566
Tea,83564
Sugar,83564
Bread,83563
Beer,83563
Tea,83563
Sugar,83563
Milk,83562
Sugar,83561
Fruits,83560
Milk,83560
Tea,83560
Coffee,83559
Bread,83558
Tea,83557
Tea,83556
Milk,83555
Sugar,83555
Bread,83554
Tea,83553
Tea,83552
Beer,83551
Fruits,83545
Sugar,83545
Milk,83534
Tea,83534
Milk,83533
Tea,83533
Milk,83532
Tea,83532
Bread,83531
Sugar,83531
Milk,83530
Milk,83529
Coffee,83528
Fruits,83527
Beer,83527
Tea,83527
Sugar,83527
Bread,83523
Tea,83523
Fruits,83497
Beer,83497
Bread,83368
Tea,83368
Coffee,83020
Bread,83019
Bread,83018
Tea,83018
Tea,83017
Tea,82985
Milk,82984
Sugar,82984
Milk,82983
Tea,82983
Bread,82982
Sugar,82982
Milk,82981
Tea,82981
Bread,82980
Tea,82980
Beer,82979
Sugar,82979
Milk,82978
Bread,82977
Tea,82977
Tea,82748
Tea,82747
Tea,82744
Tea,82743
Sugar,82722
Sugar,82720
Bread,82719
Beer,82719
Milk,82719
Bread,82587
Tea,82587
Fruits,82586
Beer,82585
Milk,82585
Tea,82585
Tea,82584
Bread,82583
Sugar,82583
Beer,82582
Milk,82582
Milk,82581
Milk,82580
Milk,82579
Fruits,82578
Tea,82577
Fruits,82576
Beer,82576
Fruits,82575
Beer,82574
Milk,82573
Tea,82572
Tea,82571
Bread,82570
Tea,82570
Sugar,82569
Tea,82568
Bread,82567
Milk,82566
Tea,82566
Coffee,82565
Milk,82565
Sugar,82565
Fruits,82564
Milk,82564
Sugar,82564
Fruits,82563
Bread,82562
Milk,82561
Sugar,82561
Bread,82560
Sugar,82560
Tea,82559
Sugar,82559
Bread,82558
Fruits,82557
Sugar,82556
Milk,82555
Fruits,82554
Tea,82554
Milk,82553
Beer,82552
Tea,82551
Bread,82550
Sugar,82550
Bread,82549
Tea,82549
Sugar,82549
Milk,82548
Bread,82547
Fruits,82547
Beer,82547
Milk,82547
Sugar,82547
Bread,82546
Milk,82546
Tea,82546
Tea,82545
Bread,82544
Milk,82544
Sugar,82544
Coffee,82543
Sugar,82543
Tea,82542
Bread,82541
Tea,82541
Sugar,82540
Bread,82539
Coffee,82539
Fruits,82539
Beer,82539
Milk,82539
Tea,82539
Sugar,82539
Bread,82538
Sugar,82537
Bread,82536
Bread,82534
Beer,82534
Milk,82534
Tea,82534
Sugar,82534
Tea,82533
Tea,82532
Bread,82531
Milk,82531
Tea,82531
Bread,82530
Vegetables,82530
Bread,82529
Tea,82529
Milk,82528
Tea,82528
Fruits,82527
Milk,82526
Fruits,82525
Tea,82524
Beer,82523
Tea,82522
Bread,82521
Milk,82520
Milk,82519
Beer,82518
Tea,82518
Beer,82517
Bread,82516
Tea,82516
Sugar,82516
Bread,82515
Tea,82515
Sugar,82515
Bread,82514
Tea,82514
Sugar,82514
Bread,82513
Milk,82513
Tea,82513
Sugar,82513
Bread,82512
Tea,82511
Sugar,82510
Bread,82509
Coffee,82509
Fruits,82509
Beer,82509
Milk,82509
Tea,82509
Sugar,82509
Fruits,82508
Sugar,82508
Bread,82507
Milk,82507
Tea,82507
Sugar,82507
Bread,82506
Sugar,82505
Tea,82504
Bread,82503
Tea,82502
Milk,82501
Tea,82501
Tea,82500
Sugar,82499
Bread,82498
Milk,82498
Sugar,82498
Bread,82497
Tea,82496
Beer,82495
Milk,82495
Sugar,82495
Sugar,82494
Bread,82493
Tea,82493
Fruits,82492
Tea,82492
Sugar,82491
Beer,82490
Sugar,82489
Bread,82488
Fruits,82487
Tea,82487
Sugar,82487
Sugar,82486
Bread,82485
Fruits,82485
Beer,82485
Milk,82485
Sugar,82485
Coffee,82484
Beer,82484
Sugar,82484
Tea,82483
Sugar,82483
Bread,82482
Milk,82482
Sugar,82481
Fruits,82480
Fruits,82479
Fruits,82478
Bread,82477
Tea,82476
Bread,82475
Coffee,82475
Fruits,82475
Beer,82475
Milk,82475
Tea,82475
Sugar,82475
Bread,82474
Fruits,82474
Milk,82474
Tea,82474
Sugar,82473
Milk,82472
Sugar,82472
Tea,82471
Coffee,82470
Fruits,82470
Beer,82470
Coffee,82469
Fruits,82469
Beer,82469
Coffee,82468
Fruits,82468
Beer,82468
Sugar,82467
Tea,82466
Fruits,82465
Fruits,82464
Sugar,82464
Tea,82463
Tea,82462
Bread,82461
Sugar,82460
Tea,82459
Tea,82458
Bread,82457
Tea,82457
Bread,82456
Tea,82456
Tea,82455
Milk,82454
Beer,82453
Tea,82452
Tea,82451
Tea,82450
Fruits,82449
Sugar,82448
Bread,82447
Sugar,82446
Tea,82445
Fruits,82444
Sugar,82443
Tea,82442
Sugar,82442
Tea,82441
Tea,82439
Bread,82438
Milk,82438
Fruits,82437
Tea,82437
Milk,82436
Sugar,82436
Sugar,82435
Fruits,82434
Milk,82434
Sugar,82434
Bread,82433
Fruits,82433
Sugar,82433
Bread,82432
Milk,82432
Tea,82432
Sugar,82432
Milk,82431
Sugar,82431
Sugar,82430
Sugar,82429
Bread,82428
Milk,82428
Tea,82428
Sugar,82428
Fruits,82427
Milk,82427
Fruits,82426
Tea,82425
Bread,82424
Bread,82423
Bread,82422
Tea,82422
Tea,82421
Bread,82420
Tea,82420
Bread,82419
Sugar,82419
Tea,82418
Sugar,82418
Tea,82417
Bread,82416
Fruits,82416
Milk,82416
Sugar,82416
Beer,82415
Milk,82415
Sugar,82415
Milk,82414
Milk,82413
Sugar,82413
Fruits,82412
Sugar,82411
Tea,82410
Tea,82409
Fruits,82408
Beer,82408
Bread,82407
Beer,82407
Coffee,82406
Sugar,82406
Sugar,82405
Coffee,82404
Milk,82404
Tea,82404
Sugar,82404
Sugar,82403
Tea,82402
Tea,82401
Bread,82400
Tea,82399
Bread,82398
Sugar,82397
Tea,82396
Sugar,82395
Tea,82394
Beer,82393
Bread,82392
Milk,82392
Sugar,82392
Tea,82391
Bread,82390
Milk,82390
Sugar,82390
Tea,82389
Bread,82388
Sugar,82388
Bread,82387
Bread,82386
Bread,82385
Beer,82384
Sugar,82383
Beer,82382
Sugar,82381
Bread,82380
Coffee,82380
Tea,82380
Beer,82379
Milk,82379
Beer,82378
Bread,82377
Bread,82376
Bread,82375
Beer,82375
Sugar,82375
Bread,82374
Milk,82374
Tea,82374
Sugar,82374
Coffee,82373
Bread,82372
Vegetables,82372
Bread,82371
Tea,82370
Sugar,82369
Coffee,82368
Tea,82368
Fruits,82367
Sugar,82367
Sugar,82366
Bread,82365
Tea,82365
Beer,82364
Tea,82363
Tea,82362
Bread,82361
Milk,82361
Sugar,82361
Tea,82360
Tea,82359
Tea,82358
Bread,82357
Vegetables,82357
Fruits,82356
Fruits,82355
Beer,82355
Tea,82354
Bread,82353
Vegetables,82353
Tea,82352
Tea,82351
Sugar,82350
Fruits,82349
Tea,82348
Beer,82347
Tea,82346
Sugar,82345
Beer,82344
Bread,82343
Fruits,82342
Beer,82342
Milk,82342
Bread,82341
Milk,82341
Tea,82341
Sugar,82341
Bread,82340
Bread,82339
Tea,82339
Sugar,82338
Tea,82337
Tea,82336
Tea,82335
Bread,82334
Tea,82334
Tea,82333
Milk,82332
Sugar,82332
Bread,82331
Sugar,82330
